id,questions,category
6580,법인 카드로 결제하다가 연결됐나봐요.,결제
6581," 네, 상품 열어봤는데 다른 쇼핑몰에서 주문한 것과 똑같은 상품이 왔더라구요.",교환반품
6582,"네, 얼마인가요?",교환반품
6583,"네, 알겠습니다. 반품해 주세요.",교환반품
6584,"네, 그렇게 하세요. 반품비를 내더라도 가격 차이가 너무 많이 나거든요.",교환반품
6585,왜 이렇게 비싼가요?,불만접수
6586,왜 그런가요? ㅇㅇ쇼핑만 이런거 아닌가요?,불만접수
6587,"네, 알겠어요. 그렇게 처리해 주세요.",교환반품
6588,아. 주문을 하고싶은데요.,주문
6589,네. 주문할려고 그러는데요.,주문
6590,카드 번호 이거 다 불러 줘야 되나요?,결제
6591,지금 방송하는 신발 사려고요.,주문
6592,아니요  무통장 입금할게요. ,결제
6593,택배사명 알려줄 수 있나요?,배송
6594,"송장 확인 가능하세요? 
",배송
6595,"말씀해주세요.
",배송
6596,"네, 입고되었습니다. 
",상품
6597,"롯데 택배인가요? 
",배송
6598,제가 처음에는 괜찮겠지 했는데 갈수록 냄새도 이상하고요.,상품
6599,며칠 사용해 봐도 계속 문제가 있어서 전화를 드린 건데요.,상품
6600,그런데 사용을 안한 화장품은 반품이 되어야 하는거 아닌가요?,교환반품
6601,한 번에 다 반품해 주시면 안되나요?,교환반품
6602,박스가 없어서 문제가 되나요?,교환반품
6603,아니. 옷도 샀다가 문제되면 반품 받아 주잖아요.,교환반품
6604,피부에 안 맞다고 하면 무조건 반품해 줘야 되지 않나요?,교환반품
6605,엘사이즈 교환 신청했는데요. 취소할라고요.,취소
6606,구월 십팔일 목걸이를 주문했는데 반품하려고 합니다.,교환반품
6607,청바지 주문 하려구요.,주문
6608,네 안녕하세요. 운동화 주문하려구요.,주문
6609,제가 오늘 받은 바지가 검정만 사이즈가 다른 것 같아요.,상품
6610,네. 안녕하세요. 주문 좀 할려고요.,주문
6611,네 지금 방송중인 은나노 다용도 세정제 주문 하려고 합니다.,주문
6612,경남 양산시 ㅇㅇㅇㅇ,고객정보
6613,네. 방송에 나오는 목걸이 사려는데요.,상품
6614,"고객님 성함이 어떻게 되세요?
",고객정보
6615,"아, 이거 반품 접수하기로 했어요.
",교환반품
6616,"네, 반품 접수해서 어제 반품 접수 들어 갔구요 삼일 이내로 회수 되실거예요.
",교환반품
6617,"무슨 확정이요? 어떤 상품 말씀하시는 거예요? 
",교환반품
6618,"어떤 것을 말씀하시는 거예요?
",교환반품
6619,"제가 송장 번호 알려드릴 테니까 확인하시면 되겠네요.
",배송
6620,"네, 번호 남겨주시면 제가 입고 완료 확인하고 환불 해달라고 연락드리면 해주세요.",환불
6621,저번에 남성복 바지를 주문했거든요.,주문
6622,"주문하고 받은 입금 날짜가 지났는데, 오늘 입금해도 될까요?",결제
6623,"아, 그럼 다시 해야하나요?",주문
6624,지금 방송 중인거 주문할라 그러거든요. ,주문
6625,"다른 상품도 같이 주문하려고 그러는데요,",주문
6626,지금 전기 매트 방송하는거 맞죠?,상품
6627,점보형으로 하나 부탁드려요.,상품
6628,혹시 또 방송 하나요? 그땐 혹시 가격 더 내리는거 아닌가요?,가격
6629,현금 할게요. 이것도 일시불 할인 되는거죠?,결제
6630,방송중인 행주 티슈 삼만 구천 구백원 상품 주문하려구요..,상품
6631,몇 개월 할부 가능한가요?,결제
6632,여기 선전하는 거 주문할까 하고요.,주문
6633,근데 구만 삼천백원으로 나오는데요.,가격
6634," 아 네 상품 취소 좀 할려고 그러는데요. 
",취소
6635,"네, 시월 십일 판매하는 거 주문하려구요. ",주문
6636,안녕하세요. 지금 방송 나오는 거 있죠? 주문하려고 하는데요.,주문
6637,"아, 예. 물건을 받은 게 있는데 교환 좀 하려구요.",교환반품
6638,"아, 그러면 주문한 거는 언제 오죠? ",배송
6639,무통장 입금 신발 주문해주세요. ,주문
6640,"네, 언제 와요? ",배송
6641,"방송보고 전화했는데요. 주문 좀 해주세요.
",주문
6642,"언제 배송된다구요?
",배송
6643,아니요. ㅇㅇㅇ 이요.,교환반품
6644,"네, 그게 정확한 주소 일거에요. 그럼 회수는 언제 하나요?",교환반품
6645,"네, 지금 상품 주문하려고요.",주문
6646,전체 다 불러야 됩니까?,결제
6647,주문 좀 할려구요.,주문
6648,지금 방송 하는 전기 매트  온도 조절이 가능한거에요? ,상품
6649,"네, 그것 좀 주문하려 그러는데요.",주문
6650,이게 얼마라셨죠?,가격
6651,신발 반품을 요청했는데 아직 반영이 안된 것 같아서 문의드렸습니다.,교환반품
6652,상품 주문을 할려구요.,주문
6653,이백 삼십 오 사이즈는 너무 작을까요?,상품
6654,네 현대 카드로 결제하고 삼 개월 무이자 할부 결제 가능한가요?,결제
6655,여보세요. 제가 주문을 했는데요.,주문
6656,삼만 구천원 아닌가요?,결제
6657,"아, 주문할라고 하는데요.",주문
6658,제가 거기서 구입을 하고 반품을 했거든요.,교환반품
6659,"네, 그게 불량이 있어서 제가 사진도 보냈거든요.",상품
6660,환불 조치를 하고 처리가 됐다고 문자가 왔는데 전화를 달라고 해서 지금 전화한 거예요.,환불
6661,근데 반품 처리하면 반품비가 있잖아요.,교환반품
6662,네 안녕하세요. 방송 중인 신발 주문할게요.,주문
6663,"색상은 모카베이지이고, 제일 큰 사이즈가 이백 오십오가 맞나요?",상품
6664,어제 저녁에 목걸이를 시켰는데요. 주문 됐다는 문자가 아직 안와서 일시불로 다시 주문하려구요.,주문
6665,그럼 일시불로 변경이 안된다는 건가요?,결제
6666,"네, 지금 방송 하고 있는 거요.",상품
6667,실버 있을까요?,상품
6668," 예, 샤워락 반품을 했으면 하는데요.",교환반품
6669,"붙어 있으라고 판매하는 건데, 붙어 있질 않아요. 몇 번 전화했는데, 물기 없이 붙여 보라해서 여러 번 해 봐도 계속 떨어지네요.",상품
6670,"사려고 했지, 취소하려고 사는 건 아니잖아요? 따로 있는 것을 갖다가 조립을 해 가지고 썼는데 계속 떨어져서 못 쓰겠어요. ",교환반품
6671,"네, 웬만하면 써보려고 해도, 어떻게 하더라도 잘 고정이 안되네요.",교환반품
6672,사용 도중에 그런 건데 그거를 반품하려고 내가 작동을 하고 한 건 아니잖아요?  사용하려고 했는데 계속 떨어지는 걸 어떻게 해요? ,교환반품
6673, 환불 처리해 주세요. ,환불
6674,제가 반품을 해 달라는 거지 보상을 해 달라는 것도 아니잖아요. 떨어져서 타일도 부서지고 했는데요.,교환반품
6675,떨어져서 타일도 깨졌어요. 그것도 보내라 해 주세요.,교환반품
6676, 그렇죠. 붙어 있질 않고 떨어져서 불편해서 도저히 못쓴다고요. 어쨌거나 반품해 달라고 좀 해주세요. ,교환반품
6677,그러면 택배하시는 그 분 전화 번호 알려줘 보세요.,배송
6678,네 잠시만요. 말씀해 주세요.,배송
6679,무슨 택배예요?,배송
6680,지금 저기 방송에 나오는 저 구두 주문 하려구요.,상품
6681,삼만 구천원짜리 블랙 이백 육십 오로 할게요.,주문
6682,"예, 지금 방송 보고 주문 하려고 그러는데요. ",주문
6683,네. 그런데 행사 카드는 뭐에요?,결제
6684,그러면 얼마에요?,결제
6685,"어, 할인 되는 거 아니였나요?",결제
6686,"예, 이백 삼십 주문해 주세요. 근데 주소가 바꼈어요. ㅇㅇㅇㅇ-ㅇㅇㅇㅇ요.",고객정보
6687," 네, 지금 방송 중인 상품을 여쭤 보려고 하는데요. ",상품
6688, 이게 여자 사이즈가 이백 사십 이잖아요? ,상품
6689," 아, 한 치수 크게 주문을 하라는 거네요. 이백 이십 오면 이백 삼십을, 이백 삼십 오면 이백 사십을 하면 되는 거군요.",상품
6690,"  네, 그렇군요. 아, 원래 한 사이즈로 나와요? ",상품
6691, 아 그럼 만약에 제가 사이즈가 이백 삼십 오면 그 이백 사십으로 사면 되나요? ,상품
6692, 에이비씨 주스를 샀었는데 문자가 왔어요. ,주문
6693, 환불 해 주나요? ,환불
6694, 그러면 이거 수거하러 올 때 주소만 적어서 보내면 되나요? ,교환반품
6695," 네, 얼마인 거죠? ",환불
6696," 구만 얼마였습니다.  아, 칠만 팔천원이었던 거예요? ",결제
6697, 수거 언제쯤 오실까요?,교환반품
6698, 혹시 어디 택배에서 와요? ,배송
6699, 네 수고하십니다. 주문 하려는데요.,주문
6700, 육십 개라고 그랬는데 맞나요?,상품
6701,갈치 머리도 있나요?,상품
6702, 아 몸통만 있죠 ?,상품
6703, 아 할인한다고 해서 주문했는데 그 선전하는 거 맞죠?,상품
6704,이 상품 주문해주세요. ,주문
6705, 예  무이자 삼개월로 해주세요.,결제
6706,아 무이자 오개월도 되나요?,결제
6707,그럼 무이자 오개월로 해주세요. ,결제
6708,아 그래요 그럼 새로 등록 좀 해주세요.,결제
6709,아 그게 무이자인가요?,결제
6710,지금 방송하는 거 주문하려고 하는데요.,주문
6711,아니요. 일시불로 하면 만원 할인 아니에요? ,결제
6712,"네, 주문 취소된 거 확인하려고요. 전화를 준다고 했는데 연락이 없어서요. ",취소
6713,근데 제가 이거 육일에 주문했잖아요.,주문
6714,지난주에도 통화가 안 되고 계속 기다리라고만 하셔서요.,불만접수
6715,"그리고 일시불로 카드 결제를 다 했는데, 취소가 안되서 다 빠져나갔거든요.",결제
6716,"빨리 좀 해주시면 좋겠는데, 안 주고 싶은 게 아닌 건 알고 있지만, 저도 자꾸 전화를 하게 되네요.",불만접수
6717,이것도 어제 다른 분과 얘기했었거든요. 어제도 여섯시가 넘어서 오늘 해주신다고 했어요.,불만접수
6718,"혹시 통화가 안 되면 안 됐다고 문자라도 주실 줄 알았는데, 아무것도 없었어요.",불만접수
6719,"네, 자꾸 전화할 때마다 상담사분이 바뀌시니까 소비자 입장에서는 난감하네요.",불만접수
6720,이렇게 하면은 어떻게 소비자가 구매를 하고 반품을 하고 취소를 하겠어요. ,불만접수
6721,이게 지금 만원짜리도 아니고 육십만원이 넘어가는 금액인데 아직 취소도 안 해주시고요.,불만접수
6722,아. 그렇군요. 그럼 할인은요?,결제
6723,저 뭐 좀 물어볼게요. ,상품
6724,점보 특대형 주문하면 작은 것도 주는 세트 상품인가요?,상품
6725,네. 그렇군요. 점보 특대형 주문해 주세요. ,주문
6726,네. 제가 며칠 전에 청바지를 주문 했는데요. 반품 할려구요.,교환반품
6727,아 ㅇㅇㅇㅇㅇ 선전하네요. 주문하고 싶은데요.,주문
6728,지금 방송 중인 걸 사고 싶은데요. ,주문
6729,사이즈는 남자 사이즈로 하는 거죠?,상품
6730,아 그러면은 구구는 보통 바지 허리가 얼마입니까? ,상품
6731,아 그러면 혹시 사이즈가 안 맞거나 그게 안 되면은 반품도 됩니까?,교환반품
6732,"네 조금 전에 했던 청소기, 그걸 주문을 하고 싶어서 전화 드렸어요.",주문
6733,경남은행 없어요?,결제
6734,어 그러면 잠깐만요. 만약 다른걸로 하면요?,결제
6735,그러면 카드로 할 수 있어요?,결제
6736,"네, 근데 제가 주문하고 그 날 바로 취소를 했거든요.",취소
6737,"네, 그런데 반품비를 내라고 해서 좀 불쾌하더라고요.",불만접수
6738,"근데, 이게 또 카드사에서 그냥 취소가 되는게 아니고 또 이렇게 해야하나요?",교환반품
6739,버팔로 신발 주문좀 하려구요.,주문
6740,"어, 이백 사십인데 정 사이즈로 나왔나요?",상품
6741,"음, 신발이 딱딱한가요?",상품
6742,제가 어제 고객 센터로 물품 교환 관련해서 문의를 드렸거든요. 근데 업체에서 전화를 하신 것 같은데 제가 받지를 못했어요.,교환반품
6743,"아니요, 한 치수 작은 걸로 하려고요. 그게 이십구인가요?",상품
6744,이십팔 재고가 없다고요?,상품
6745,혹시 다른 사이즈는 없을까요?,상품
6746," 네, 제가 이십일일에 주문한게 있는데요. 너무 늦는데 언제 배송오는지 확인좀 해주세요.",배송
6747,네 십 사일 날 주문한 게 지금 배달이 왔는데요. ,주문
6748,남자 거는 맞는데 여자 것이 좀 작아요. ,상품
6749,이백 삼십으로 해 주세요. ,교환반품
6750,아니 그냥 하나만 한 번 봤어요. ,상품
6751,이백 삼십으로 할 거예요. ,교환반품
6752,예 수고하십니다. 지금 방송하는 버팔로 여성 소가죽 스퀘어엠보 로퍼 주문 하려고 하는데요.,주문
6753,음 저기 무통장입금으로 해도 될까요? ,결제
6754,저기 죄송한데 그 블랙으로 좀 변경 좀 가능할까요?,상품
6755,신발 주문하려고 하는데요.,주문
6756,"거기 배송 주소가 어떻게 되지요? 
",고객정보
6757,"삼월 삼십일 날 배송 완료가 되었는데요.
",배송
6758,네 수고하십니다. 신발 주문 하려고 하는데요.,주문
6759,여기 문자에 보통 신발 이백 사십오를 신으면 이 구두도 이백 사십오 신으면 된다 이말이죠? 제가 무지외반증이 있어서 신발을 조금 편하게 신으려고 하거든요.,상품
6760,"고객님 전화 번호 입력이 되어 있지 않아서 사은품이 발송되지 않은 것 같아요. 
",사은품
6761,"아니요, 저희 상담 센터에 전달해서 고객님께 확인하시고 사은품 배송 나갈 수 있도록 하겠습니다. ",사은품
6762,"삼성화재 ㅇㅇㅇ입니다.
",고객정보
6763,"반품이 불가하다고요? 
",교환반품
6764,좀 이상해서요. ,상품
6765,주문했는데요. ,주문
6766,네 결제는 무통장 입금을 할건데 어느 은행이 가능해요?,결제
6767,지금 방송하는 루테인 주문하려고 합니다.,주문
6768,그 물건을 시 월달에 받았지만 이사를 하려고 계속 놔뒀다가 이번에 봤는데 충전기가 없는거예요.,상품
6769,말이 돼요? 청소기를 사고 못 쓰고 있는데요.,불만접수
6770, 그런데 지금 현재 구매하고 쓰지도 못하는데 저거 어떻게 하라구요?,불만접수
6771,이게 박스 포장 할 때 빠졌다니까.,불만접수
6772,실질적으로 저희가 그 상품을 쓰지 않았어요.,상품
6773,업체 하고 통화했는데 본체는 말고 손잡이 사이즈만 내가 보낼게요.,상품
6774,지금 안되는 거예요? 기간이 넘었다고 하는데 무상 기간 이라는 것도 있잖아요.,불만접수
6775,구매건 카메라 좀 확인 해줘 봐요.,상품
6776, 우리가 시 월에 샀는데 그게 몇 달 안 됐는데 그 접수가 안된다니.,불만접수
6777,이월 달에 우리가 이사를 했다고 했잖아요.,불만접수
6778, 근데 내가 포장 개봉을 안 했다는 점과 이사를 하면서 두 개를 확인해 보는건 그렇잖아요.,불만접수
6779,삼 십일 날 내가 출근하니까 사무실로 보내요.,고객정보
6780,그런데 전체를 보내줘야 본체하고 그거하고 마무리가 될거 아니예요?,상품
6781,네 제가 어제 주문을 했는데 그 상품이 없다고 해서요.,주문
6782,네 주문 상품 취소 하려고 합니다.,취소
6783,지금 방송 중인 신발 좀 주문하려고 그러는데요. ,주문
6784,네. 그럼 블랙은 안된다는 건가요?,배송
6785,제가 주문한게 털 달린건가요. 아니면 가죽으로 된 블랙인가요?,주문
6786,"아, 그거 배송이 안된단 말씀이세요?",배송
6787,그 상품이 지금 소실 되었다는 거예요?,상품
6788,네. 어쨌든 상품 두 개가 오나봐요.,배송
6789,색상이 네이비 였나요?,상품
6790," 네, 엊그저께 드라이어를 주문했는데요. 
",주문
6791," 어제 받았는데 바람이 제대로 안나와서 반품하려구요.
",교환반품
6792,언제쯤 받을 수 있나요?,배송
6793,네. ㅇㅇㅇㅇ상품으로 되어 있는거죠.,상품
6794,"아, 전화가 좀 곤란한데 나중에 전화 주시겠어요?",연락요청
6795,옷걸이를 주문하려고요.,주문
6796, 갈치 맛이 좀 어쩔런지 모르겠네요? ,주문
6797,아 그래요? ,상품
6798, 아 맛이 어떤지 모르니까 주문 하기가 좀 그렇네요?,상품
6799, 음  한번 주문해 볼게요. ,주문
6800,몇 토막인가요?,상품
6801,예 주문 좀 하려고 그러는데요.,주문
6802,혹시 하나카드가 등록되어 있나요?,결제
6803,"아니, 제가 자동 주문 으로 하려고 전화 했는데.",주문
6804, 네 지금 방송하는 거있죠?,상품
6805,혹시 아직 제품 못 받은 건가요?,교환반품
6806,네. 그럼 회수가 됐는지 안됐는지 모른다는 얘긴가요?,교환반품
6807,제품을 토요일에도 배송 받는 건가요?,배송
6808,업체에서 받는거예요?,교환반품
6809,업체에서 안받은게 확실한가요?,배송
6810,네. 그럼 오늘 배송 왔나요?,배송
6811,씨제이에서 갖고 갔거든요.,배송
6812, 네 아 예 지금 방송하고 있는 핸드백 사고 싶은데요.,주문
6813,네 안녕하세요. 방송 보고 주문하는데 상담원 연결이 되었습니다.,주문
6814,네. 배송이 언제 몇 시쯤 될까요?,배송
6815,제가 오후에는 없는데 오전에 가능할까요?,배송
6816,그럼 월요일날 된다구요?,배송
6817,그게 냉동이죠?,상품
6818,주문하고 카드 등록하려고 하는데 자꾸 주문이 되었다고 하네요.,주문
6819,ㅇㅇㅇ동 ㅇㅇㅇ호입니다. 그런데 이번 배송 주소는 부산으로 하려고 합니다.,고객정보
6820,주문 좀 할려구요.,주문
6821,그런데 이게 십구만 칠천원짜리도 있는 것 같은데요.,가격
6822,아 그러면 열 박스짜리로 지금 전화로 주문하면 그냥 십만 칠천원 그대로인가요?,가격
6823,그러면 지금 이거 일시불로 주문으로 해도 만원 할인 가능하나요?,결제
6824,그럼 일시불로는 구만 팔천원인가요?,결제
6825,신규로 가입하게 되면 뭐 되는 그런 거는 없는 거죠?,고객정보
6826,아 네. 그럼 일단 주문해주세요.,주문
6827,네 지금 방송하는 루테인 사려고 합니다.,주문
6828,네 그런데 구만 삼천 백원은 뭐예요?,가격
6829,네 일시불로 해 주시고 제가 주소가 바뀌어서 상담원 연결로 했습니다.,고객정보
6830,카드보다는 통장에서 빠지면 좋겠는데요.,결제
6831, 아 예. 그 아이 클리어 주문할려고요.,주문
6832,아 예. 근데  십만 구천원 이거 구만 얼마라 그랬던 것 같은데요.,가격
6833,아 네. 저는 육개월로 할께요.,결제
6834,지금 방송하는 버팔로 소가죽 신발 주문할려고요.,주문
6835,네. 그러면 제가 반품을 해야겠네요.,교환반품
6836,네. 방송 보고 전화드린 거거든요.,주문
6837,네. 혹시 현금 할인이 되나요?,결제
6838,네. 어디로 보내드리면 되나요?,결제
6839,주문 좀 하려고요. ,주문
6840,지금 방송되고 있는 이불을 사려고 합니다.,주문
6841,지금 나오는 거 주문할려고요.,주문
6842,아니 근데 이게 유통 기한이 언제까지예요?,상품
6843,아 네. 그렇군요. 주문 해 주세요.,주문
6844,기기만 포장을 하면 됩니까?,교환반품
6845, 그런 문제가 발생한 경우가 있나요?,상품
6846, 예. 이 문제로 교환 요청이 들어오는 건이 있습니까? ,교환반품
6847,그러면 언제 쯤 되나요?,교환반품
6848,여보세요. 지금 방송 중인 침구를 구입하려고요.,주문
6849,아 저기 죄송한데 색깔이 뭐 있죠?,상품
6850,얼마인가요?,결제
6851,무이자 오개월 해주세요.,결제
6852,상품 주문 좀 할려구요.,주문
6853,등록이 안 된 신한카드로 할려고요.,결제
6854,지금 방송하는거 주문할려고 하는데요.,주문
6855,아 지금 방송 나오는 상품이요 주문하려고요.,주문
6856,ㅇㅇㅇ이고요. ㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ입니다. 그런데 상품 얼마죠?,가격
6857,네 삼 개월이요,결제
6858,네 지금 방송 보고있는데요 주문하려고요.,주문
6859,지금 방송 중인 상품 주문하려고 하는데요.,주문
6860,안녕하세요. 저기 아까 배송 문의 문자가 왔었어요.,배송
6861,네. 근데 같이 주는 게 뭐예요? 마스크 맞아요?,상품
6862,아 그럼 지금 출발 안 했나요?,배송
6863,아 그럼 취소해주세요.,취소
6864,근데 그 때는 그 얘기를 안 하던데요.,불만접수
6865,아니요. 방송에서는 그런 말 안 나왔어요.,불만접수
6866,주문받아 놓고 지금 이제 와서 택배비가 있다고 말하면 안 되죠.,불만접수
6867,아니 텔레비전 보고 전화를 한 건데 왜 리모컨이 나와요. 텔레비전 보고 거기 눌렀다가 취소하고 다시 전화로 주문한 건데요.,불만접수
6868,다른 물건은 배송비가 추가로 나온다고 방송에서 설명하잖아요.,불만접수
6869,이 상품은 배송비가 있다는 말이 없어서 주문했는데 이제와서 있다고 하면 안되죠,불만접수
6870,거기가 다른 데보다 저렴해서 주문했는데 받을 때 다 되서 배송비 입금하라고 하면 어떡합니까? 지금 그 소비자들한테 장난치는 것도 아니고.,불만접수
6871,아니 통화하시는 분이 잘못한 건 아닌데 다음에도 이렇게 하면 안 되죠.,불만접수
6872,뭐 에이알에스가 말을 못하는 건 알죠. 다음에는 그렇게 하지 말라는 거죠.,불만접수
6873,아 예. 수고하십니다. 지금 나오는 아이 클리어 주문할려고 하거든요.,주문
6874,네. 고객님이 구입하신 브랜드가 뭐예요?,상품
6875,네. 여자분이신가요?,고객정보
6876,네. 그런데 이 종은 반품을 하신다고요?,교환반품
6877,원래는 안 되는 건데 이 종은 반품을 해드릴께요.,교환반품
6878,네. 상품 가격의 삼분의 일을 저희 쪽에 입금시켜 달라고 해주세요.,결제
6879,네. 입금 확인되면 카드 취소해 주세요.,결제
6880, 사이즈는 이백사십인데 이거 만약에 작으면 바꿔도 되겠죠? ,교환반품
6881,전체 번호요?,결제
6882,네 주문 하려구요.,주문
6883,ㅇㅇㅇㅇ은 등록 안하고 구매는 어려운가요?,주문
6884,네 안녕하세요. 여름에 이불을 하나 샀거든요. 그거 살 수 있나요?,주문
6885,가격은 맞는데 킹 사이즈가 가장 큰거에요?,상품
6886,어떤 색상이 있나요?,상품
6887,아버님이 보신게 그 색상이 아닌거 같아요. 다른 색상은 없었나요?,상품
6888,지금 방송 중인 상품 주문하려고 하는데요.,주문
6889,배송기간이 어떻게되죠?,배송
6890,하나는 여기로 왔어요. 근데 다른 하나는 배송이 잘못된 것 같아요. ㅇㅇㅇㅇ으로 간 것 같아요.,배송
6891, 네. 전화가 왔는데 못 받아서요. 그 비데 때문에요. ,연락요청
6892,네. 방송 중인 신발 좀 주문할게요.,주문
6893, 지금 광고하고 있는 신발 주문할려구요,주문
6894,칠만 팔천원만 하면 할부로 안 되는 겁니까?,결제
6895, ㅇㅇ카드죠?,결제
6896,ㅇㅇ카드는 내일까지는 십 개월까지 무이자 할부 될 수 있는데요,결제
6897,네 맞아요. 풍기 인견 이불세트 주문하려고요.,주문
6898,제가 처음인데 주문 하려고 합니다.,주문
6899,네 주문 해 주세요. 십만 구천원 맞나요?,가격
6900,네 그럼 일시불로 해 주세요.,결제
6901,"며칠 전에 저희 남편이 바지를 주문해서 왔는데, 삼십사가 혹시나 짧을까봐 삼십육으로 다시 주문했어요.",주문
6902,"예, 근데 삼십사는 괜찮은데, 삼십육 바지 앞 부분에, 지퍼 끝 부분이 있죠, 바지 두 개가 이상해요.",상품
6903,예 그래서 미안하지만 반품하려고요.,교환반품
6904,"예 감사합니다. 그, 취소해 주십시오.",교환반품
6905,네 여보세요. 이거 사이즈 오차가 커서 반품하려고요.,교환반품
6906,네 조금 전 갈비 관련 해 사진을 보내 달라고 하셨거든요.,교환반품
6907,네 맞습니다. 반품하려고 사진 보내 드렸는데 연락이 없어서요.,교환반품
6908,네 알겠습니다. 그리고 ㅇㅇㅇ ㅇㅇㅇㅇ ㅇㅇㅇㅇ 이 번호로 연락 부탁 드립니다.,연락요청
6909,이 상품 십개월분 주문할려고요.,주문
6910,네. 그런데 구만 삼천원으로 나오는데요?,가격
6911,"아, 그런데 혹시 카드가 아저씨건데 그걸로도 가능 한가요?",결제
6912,예. 그럼 내일 월요일인데 언제 오나요?,배송
6913,아니 고기 산거 어제 보낸다더니 여태껏 안 오면 어쩌겠다는 거예요?,배송
6914,어제나 오늘 아침에 온다더니 아직 오지도 않고 오면 다시 돌려보내야 할거 같아요.,배송
6915,네 어제 온다고 했는데 안 왔어요. 왜 이리 늦어요?,배송
6916,네 그러니까 아침에 온다고 했다구요. ,배송
6917,그럼 언제 온다는 거예요?,배송
6918,그럼 그거 상해서 오면 반품 가능해요?,교환반품
6919,예. 그 소가죽 로퍼 주문하려고 그러는데요.,주문
6920,"네, 그런데 아까 한 취소는 제대로 된건가요?",취소
6921,네. 저기 제가 토요일 날 아이 클리어를 주문을 했는데 제품을 잘못 주문해 가지고요. 일단 취소 할려고 하는데요.,취소
6922,네. 취소하고 다시 주문하고 싶은데요.,주문
6923,여기 구만 삼천오백원인데. 그거 아니예요?,주문
6924,아 내가 아이스박스를 샀는데 좀 확인 좀 해줘요.,주문
6925,네 그거 맞아요 근데 그거 박스 같은 거 사은품 주기로 했잖아요?,사은품
6926,아니에요. 사은품 준다고 했어요. 확인해봐요.,사은품
6927, 제가 구월 이십일에 ㅇㅇㅇㅇ ㅇㅇ 핸드백 삼종 세트를 구매했는데요. 그거를 하나 더 구매하고 싶은데 가능한가요? ,주문
6928,"아 아니요. 무통장으로 해주세요.
",결제
6929,아 네. 주문하다가 잘 안되서요. 주문하려고 하거든요.,주문
6930,네. 제가 지금 남성 로퍼 주문하다가 지금 연결이 된 것 같은데요.,주문
6931,네. 지금 방송에 나오는 운동화 사려고요.,주문
6932,네. 운동화 두 개 주는 거 맞죠?,상품
6933,"네, 주문 하나 하려고요. ",주문
6934,조금 소요 된다고 말씀드렸어요. 어제 오후에 저희 쪽에 입고가 되서 공장에 보내지를 못했어요. ,배송
6935,검수를 해야해서요. 검수를 아직 못 보내서 다음 주에 검수를 보내야 돼요.,배송
6936,아마 다음 주 화요일 날 공장에 들어가서 한 일주일 정도 소요가 될 거에요.,배송
6937,저희가 저번 주 금요일 날 접수를 해서 바로 된 것 같은데 배송사에서 좀 지연이 있었던 것 같아요. ,배송
6938,확인되는 날짜가 이십 일경에 확인이 될 것 같아요.,배송
6939,"잠시만요.
송장이 현진이구요. 
ㅇㅇㅇㅇㅇㅇㅇㅇ이요.
",배송
6940,"아침에 방송한 거 좀 여쭤볼려구요. 
",상품
6941,그게 남녀 3벌씩인 건가요?,상품
6942," 남자 거 주문할 수 있어요? 
",주문
6943,"네, 그럼 백사이즈로 주문해 주세요.
",주문
6944," 네, 배송 받아 보고 안 맞을 때는 반품이 가능합니까? 
",교환반품
6945,제가 처음 주문했던 카드를 취소 하려고 했거든요. 주문 취소 하려고 에이알에스로 했는데 취소가 안됐다고 상담원과 연결이 되더라구요.,취소
6946,"상담원이 확인을 해주셔서 주문 취소는 했는데 카드 취소가 안 된 것 같다며 그 분이 시월달에 연락을 주시겠다고 하신거에요.
",취소
6947,주문은 다 된 거죠? ,주문
6948,"ㅇㅇ쇼핑이죠?
",고객정보
6949,방송에 나오는 신발 주문해주세요. ,주문
6950,"네, 블랙으로요 그런데 블랙이 많이 나갑니까?",상품
6951,"아, 그런가요? 그럼 브라운으로 할까요?",상품
6952,"네, 알겠습니다. 브라운으로 결정할게요. ",상품
6953,좀 전에 주문한 상품이 있는데요? ,주문
6954, 아 그거 취소 좀 하고 싶어서요. ,취소
6955, 그럼 주문 번호를 말씀 드리면 되나요? ,상품
6956,네 취소해 주세요.,취소
6957,"네, 지금 방송하는 신발 주문 좀 할려고요. ",주문
6958, 네 지금 방송 중인 상품 주문해 주세요.,주문
6959,"네, 결제는 삼 개월 해주세요.",결제
6960,아니 방송하고 있는 저거 두 개 사려고 하니까 잘 안되네요.,주문
6961,네 맞아요. 그러면 여섯 개를 받으려면 어떻게 주문해야 하나요?,주문
6962,아 그래요? 그런데 자동 주문으로 하려니 수량 입력이 안되더라고요.,주문
6963,네. 지금 방송하는 버팔로 소가죽 신발 주문할려고요.,주문
6964,지금 방송에 나오는 저걸 구매할 수 있을까요? ,주문
6965,  네. 그럼 언제 배송이 되죠? ,배송
6966,아 그래요. 이 카드로 결제 할 께요,결제
6967,그러면 그냥 취소해주세요.,취소
6968, 네. 경비실에 맡겨놓을테니 가져가달라고 좀 전해주세요. ,교환반품
6969, 예 네 다른 게 아니고요  음 저기 뭐야 십일일 날  당일 취소를 했는데 이게 돈이 빠져 나갔네요. ,결제
6970,방송  중인 신발 좀 구매하려구요.,상품
6971,깔창 색깔은요?,상품
6972,네. 남성용으로 사이즈 이백 오십 오로 해주세요.,주문
